neighbourhood,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price,location_cluster
South of Market,2017-08-30,10,1,Entire condo,Entire home/apt,4,2,260.0,5.564520407322694,0
South of Market,2012-10-17,1,1,Entire loft,Entire home/apt,2,1,213.0,5.365976015021851,0
Outer Sunset,2015-08-05,1,1,Entire rental unit,Entire home/apt,4,2,360.0,5.8888779583328805,2
Excelsior,2020-08-29,1,1,Private room in home,Private room,2,1,49.0,3.912023005428146,4
South of Market,2016-06-14,1,1,Entire rental unit,Entire home/apt,3,1,199.0,5.298317366548036,0
Diamond Heights,2022-04-16,1,1,Entire condo,Entire home/apt,4,2,143.0,4.969813299576001,4
Downtown/Civic Center,2011-09-20,1,1,Entire condo,Entire home/apt,4,2,225.0,5.420534999272286,1
Outer Sunset,2012-08-04,1,1,Entire home,Entire home/apt,6,4,280.0,5.638354669333745,2
Bayview,2014-01-02,1,1,Entire condo,Entire home/apt,4,2,239.0,5.480638923341991,3
Western Addition,2015-04-22,1,1,Entire condo,Entire home/apt,3,3,329.0,5.799092654460526,1
Parkside,2014-07-24,1,1,Entire guest suite,Entire home/apt,4,2,221.0,5.402677381872279,2
Bayview,2022-04-04,1,0,Entire serviced apartment,Entire home/apt,4,2,127.0,4.852030263919617,3
Bernal Heights,2014-01-31,2,1,Entire guesthouse,Entire home/apt,2,2,150.0,5.017279836814924,3
Outer Richmond,2015-11-25,2,1,Private room in guest suite,Private room,3,2,130.0,4.875197323201151,2
Outer Sunset,2015-07-17,6,1,Entire rental unit,Entire home/apt,4,2,120.0,4.795790545596741,2
South of Market,2013-11-06,1,1,Entire condo,Entire home/apt,6,3,700.0,6.55250788703459,0
Downtown/Civic Center,2014-08-29,20,1,Entire serviced apartment,Entire home/apt,2,1,145.0,4.983606621708336,0
Downtown/Civic Center,2014-08-29,20,1,Entire serviced apartment,Entire home/apt,4,2,151.0,5.0238805208462765,0
Mission,2011-10-06,28,1,Entire condo,Entire home/apt,2,1,100.0,4.61512051684126,1
Visitacion Valley,2016-06-04,1,1,Entire rental unit,Entire home/apt,2,1,86.0,4.465908118654584,3
Inner Sunset,2011-07-25,1,1,Entire home,Entire home/apt,4,2,355.0,5.87493073085203,1
South of Market,2017-08-30,10,1,Entire condo,Entire home/apt,2,1,190.0,5.25227342804663,0
North Beach,2017-08-30,10,1,Entire condo,Entire home/apt,2,1,198.0,5.293304824724492,0
North Beach,2017-08-30,10,1,Entire condo,Entire home/apt,2,1,170.0,5.14166355650266,0
Mission,2015-09-05,7,1,Private room in condo,Private room,2,2,96.0,4.574710978503383,1
Inner Richmond,2022-04-22,1,0,Entire condo,Entire home/apt,5,4,300.0,5.707110264748875,1
Outer Sunset,2015-07-17,6,1,Entire rental unit,Entire home/apt,2,1,90.0,4.51085950651685,2
Excelsior,2015-09-09,2,1,Entire guest suite,Entire home/apt,2,1,108.0,4.6913478822291435,3
Marina,2022-04-22,2,1,Entire condo,Entire home/apt,6,3,278.0,5.631211781821365,0
South of Market,2016-11-20,2,1,Entire home,Entire home/apt,6,3,654.0,6.484635235635252,0
Western Addition,2022-04-21,2,1,Private room in home,Private room,2,1,84.0,4.442651256490317,1
Western Addition,2022-04-21,2,1,Entire guest suite,Entire home/apt,2,1,153.0,5.0369526024136295,1
Inner Sunset,2022-04-23,1,1,Entire home,Entire home/apt,16,6,830.0,6.7226297948554485,2
Mission,2011-10-06,28,1,Entire condo,Entire home/apt,2,2,200.0,5.303304908059076,1
Western Addition,2014-07-03,3,1,Entire condo,Entire home/apt,2,1,85.0,4.454347296253507,1
Excelsior,2020-01-26,5,1,Entire home,Entire home/apt,4,2,230.0,5.442417710521793,3
West of Twin Peaks,2014-02-13,1,0,Entire guest suite,Entire home/apt,4,2,160.0,5.081404364984463,4
South of Market,2015-08-05,1,0,Private room in loft,Private room,2,1,120.0,4.795790545596741,0
Outer Richmond,2017-11-09,25,0,Private room in rental unit,Private room,1,1,55.0,4.02535169073515,2
Outer Richmond,2017-11-09,25,0,Private room in rental unit,Private room,1,1,60.0,4.110873864173311,2
Mission,2011-10-06,28,1,Entire condo,Entire home/apt,2,1,113.0,4.736198448394496,3
Parkside,2019-08-28,1,1,Entire home,Entire home/apt,6,3,297.0,5.697093486505405,2
Potrero Hill,2012-12-06,1,1,Entire guest suite,Entire home/apt,2,2,175.0,5.170483995038151,3
Haight Ashbury,2014-08-11,4,1,Private room in home,Private room,3,2,325.0,5.786897381366708,1
Downtown/Civic Center,2020-03-03,14,1,Entire condo,Entire home/apt,2,1,120.0,4.795790545596741,0
Mission,2012-08-21,1,1,Entire condo,Entire home/apt,2,1,200.0,5.303304908059076,1
Russian Hill,2020-03-03,14,1,Entire condo,Entire home/apt,4,2,181.0,5.204006687076795,0
Castro/Upper Market,2014-09-03,5,1,Entire rental unit,Entire home/apt,1,1,104.0,4.653960350157523,1
Noe Valley,2012-09-01,2,1,Entire guest suite,Entire home/apt,4,2,279.0,5.634789603169249,1
Downtown/Civic Center,2013-01-04,1,1,Entire serviced apartment,Entire home/apt,4,2,325.0,5.786897381366708,0
Outer Richmond,2014-03-12,1,1,Entire guest suite,Entire home/apt,2,1,125.0,4.836281906951478,2
Outer Sunset,2018-08-13,1,1,Private room in home,Private room,2,1,81.0,4.406719247264253,2
Noe Valley,2017-01-04,1,1,Entire home,Entire home/apt,8,5,400.0,5.993961427306569,1
Downtown/Civic Center,2017-01-29,1,1,Entire condo,Entire home/apt,2,1,300.0,5.707110264748875,0
Crocker Amazon,2016-05-20,5,1,Private room in condo,Private room,1,1,47.0,3.871201010907891,4
Haight Ashbury,2014-02-10,1,1,Entire home,Entire home/apt,8,3,450.0,6.111467339502679,1
Outer Sunset,2022-03-23,3,1,Entire home,Entire home/apt,5,3,219.0,5.393627546352362,2
Financial District,2016-01-24,1,0,Entire condo,Entire home/apt,9,3,350.0,5.860786223465865,0
Western Addition,2013-06-07,6,1,Entire rental unit,Entire home/apt,2,1,79.0,4.382026634673881,1
South of Market,2013-10-09,5,1,Entire serviced apartment,Entire home/apt,2,1,201.0,5.308267697401205,0
South of Market,2013-10-09,5,1,Entire serviced apartment,Entire home/apt,4,2,281.0,5.641907070938114,0
South of Market,2013-10-09,5,1,Entire serviced apartment,Entire home/apt,2,1,139.0,4.941642422609304,0
South of Market,2013-10-09,5,1,Entire serviced apartment,Entire home/apt,2,1,169.0,5.135798437050262,0
Downtown/Civic Center,2013-10-09,5,1,Entire serviced apartment,Entire home/apt,2,2,169.0,5.135798437050262,0
Bayview,2013-08-21,3,1,Private room in home,Private room,1,1,70.0,4.2626798770413155,3
Excelsior,2022-04-28,2,1,Private room in home,Private room,2,1,68.0,4.23410650459726,3
Downtown/Civic Center,2014-08-29,20,1,Entire serviced apartment,Entire home/apt,3,1,133.0,4.897839799950911,0
Western Addition,2022-04-30,1,0,Entire rental unit,Entire home/apt,6,3,286.0,5.659482215759621,1
Haight Ashbury,2017-09-20,5,0,Entire condo,Entire home/apt,4,3,375.0,5.929589143389895,1
Excelsior,2016-05-17,1,1,Private room in rental unit,Private room,1,1,50.0,3.9318256327243257,4
Marina,2015-09-16,1,1,Entire home,Entire home/apt,4,2,291.0,5.676753802268282,0
Inner Richmond,2022-05-01,3,1,Private room in home,Private room,1,1,50.0,3.9318256327243257,1
Inner Richmond,2022-05-01,3,1,Private room in home,Private room,1,1,50.0,3.9318256327243257,1
Inner Richmond,2022-05-01,3,1,Private room in home,Private room,1,1,49.0,3.912023005428146,1
Noe Valley,2018-07-17,14,1,Private room in rental unit,Private room,1,1,63.0,4.1588830833596715,3
Excelsior,2015-09-14,2,1,Entire home,Entire home/apt,5,3,100.0,4.61512051684126,4
Outer Richmond,2011-10-26,2,1,Entire rental unit,Entire home/apt,2,1,173.0,5.159055299214529,2
Castro/Upper Market,2019-10-26,13,1,Entire rental unit,Entire home/apt,8,4,856.0,6.75343791859778,1
Parkside,2014-06-28,1,1,Entire home,Entire home/apt,4,2,212.0,5.3612921657094255,2
Downtown/Civic Center,2020-03-03,14,1,Entire condo,Entire home/apt,4,2,130.0,4.875197323201151,0
Parkside,2022-05-04,2,1,Entire home,Entire home/apt,6,3,149.0,5.0106352940962555,2
Russian Hill,2020-03-03,14,1,Entire condo,Entire home/apt,6,3,227.0,5.429345628954441,0
Bernal Heights,2013-09-04,1,1,Entire home,Entire home/apt,4,2,325.0,5.786897381366708,3
South of Market,2018-11-18,1,0,Entire loft,Entire home/apt,4,3,220.0,5.3981627015177525,0
Glen Park,2011-09-17,1,1,Entire home,Entire home/apt,5,3,350.0,5.860786223465865,3
Inner Richmond,2016-06-20,8,1,Entire rental unit,Entire home/apt,3,1,178.0,5.187385805840755,1
Outer Mission,2019-04-29,2,1,Entire home,Entire home/apt,5,3,136.0,4.919980925828125,4
Bernal Heights,2022-05-06,1,1,Private room in home,Private room,6,3,389.0,5.966146739123692,3
Inner Richmond,2019-12-12,2,1,Entire guest suite,Entire home/apt,5,2,272.0,5.60947179518496,1
Downtown/Civic Center,2014-08-29,20,1,Entire serviced apartment,Entire home/apt,4,2,126.0,4.844187086458591,0
Downtown/Civic Center,2014-08-29,20,1,Room in hotel,Private room,4,2,126.0,4.844187086458591,0
Mission,2012-01-31,1,1,Entire rental unit,Entire home/apt,2,1,102.0,4.634728988229636,1
Noe Valley,2010-09-13,2,1,Entire home,Entire home/apt,4,2,769.0,6.646390514847729,3
Outer Sunset,2017-05-20,24,1,Private room in rental unit,Private room,2,1,58.0,4.07753744390572,2
South of Market,2012-04-19,2,1,Entire condo,Entire home/apt,3,1,139.0,4.941642422609304,0
North Beach,2015-08-30,1,1,Entire condo,Entire home/apt,2,2,165.0,5.111987788356544,0
Outer Mission,2016-04-14,1,1,Private room in home,Private room,4,2,125.0,4.836281906951478,4
South of Market,2013-10-10,4,1,Private room in condo,Private room,1,1,88.0,4.48863636973214,0
Outer Sunset,2012-07-08,4,1,Private room in rental unit,Private room,2,1,92.0,4.532599493153256,2
Twin Peaks,2016-09-21,1,0,Entire guest suite,Entire home/apt,3,2,176.0,5.176149732573829,4
Inner Richmond,2016-06-20,8,1,Entire rental unit,Entire home/apt,9,6,392.0,5.973809611869261,1
Potrero Hill,2012-08-28,1,1,Entire home,Entire home/apt,2,1,175.0,5.170483995038151,3
Excelsior,2012-10-29,1,1,Entire home,Entire home/apt,4,3,144.0,4.976733742420574,4
Russian Hill,2020-03-03,14,1,Entire condo,Entire home/apt,6,3,227.0,5.429345628954441,0
Pacific Heights,2011-06-12,18,1,Entire rental unit,Entire home/apt,6,3,300.0,5.707110264748875,0
West of Twin Peaks,2011-11-17,1,1,Entire home,Entire home/apt,6,5,350.0,5.860786223465865,4
Western Addition,2022-11-07,29,1,Room in hotel,Private room,2,1,99.0,4.605170185988092,0
Excelsior,2012-10-06,1,1,Entire home,Entire home/apt,6,3,160.0,5.081404364984463,3
Visitacion Valley,2022-05-16,2,1,Entire home,Entire home/apt,8,4,199.0,5.298317366548036,3
Haight Ashbury,2021-02-21,1,0,Entire condo,Entire home/apt,4,2,249.0,5.521460917862246,1
Mission,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,97.0,4.584967478670572,3
Inner Richmond,2016-02-20,1,1,Entire home,Entire home/apt,10,5,1957.0,7.579678823090456,2
Marina,2022-04-22,2,1,Private room in condo,Private room,2,1,199.0,5.298317366548036,0
Potrero Hill,2016-11-17,1,1,Entire rental unit,Entire home/apt,2,1,155.0,5.049856007249537,3
Mission,2018-05-02,2,0,Private room in condo,Private room,2,2,229.0,5.438079308923196,3
Western Addition,2019-04-05,3,1,Entire rental unit,Entire home/apt,2,1,75.0,4.330733340286331,1
Inner Richmond,2016-06-20,8,1,Entire rental unit,Entire home/apt,3,1,109.0,4.700480365792417,1
Noe Valley,2012-07-01,1,1,Entire home,Entire home/apt,6,4,480.0,6.175867270105761,3
Nob Hill,2014-04-18,1,1,Entire condo,Entire home/apt,2,1,133.0,4.897839799950911,0
Excelsior,2017-07-18,2,1,Entire guest suite,Entire home/apt,4,2,98.0,4.59511985013459,4
Outer Richmond,2022-05-23,1,1,Entire home,Entire home/apt,8,3,194.0,5.272999558563747,2
Outer Richmond,2016-01-11,1,1,Entire rental unit,Entire home/apt,4,2,209.0,5.3471075307174685,2
Haight Ashbury,2019-10-18,22,1,Private room in rental unit,Private room,2,1,75.0,4.330733340286331,1
Downtown/Civic Center,2022-05-24,1,1,Entire rental unit,Entire home/apt,4,2,185.0,5.225746673713202,0
Noe Valley,2010-09-14,1,1,Entire rental unit,Entire home/apt,6,3,746.0,6.616065185132817,3
Financial District,2016-08-07,1,1,Private room in rental unit,Private room,1,1,75.0,4.330733340286331,0
Financial District,2022-05-26,1,1,Entire rental unit,Entire home/apt,4,2,399.0,5.991464547107982,0
Downtown/Civic Center,2016-06-13,5,1,Room in hotel,Private room,4,2,170.0,5.14166355650266,0
Parkside,2022-05-04,2,1,Entire rental unit,Entire home/apt,5,2,159.0,5.075173815233827,2
South of Market,2022-03-04,1,1,Entire rental unit,Entire home/apt,3,1,378.0,5.937536205082426,0
Bayview,2014-05-02,1,1,Entire guest suite,Entire home/apt,2,1,126.0,4.844187086458591,3
Russian Hill,2014-06-20,1,1,Entire rental unit,Entire home/apt,2,1,165.0,5.111987788356544,0
Outer Mission,2021-12-15,2,0,Entire rental unit,Entire home/apt,2,1,104.0,4.653960350157523,4
Western Addition,2013-05-04,2,1,Entire condo,Entire home/apt,5,2,495.0,6.206575926724928,1
Bernal Heights,2013-04-07,1,1,Entire home,Entire home/apt,6,3,280.0,5.638354669333745,3
Ocean View,2013-03-06,1,1,Entire guest suite,Entire home/apt,4,2,209.0,5.3471075307174685,4
Outer Richmond,2018-12-23,1,0,Entire home,Entire home/apt,8,4,388.0,5.963579343618446,2
Outer Mission,2019-04-29,2,1,Entire home,Entire home/apt,7,4,157.0,5.062595033026967,4
Mission,2011-10-06,28,1,Entire condo,Entire home/apt,2,1,121.0,4.804021044733257,1
Castro/Upper Market,2012-08-31,1,1,Entire condo,Entire home/apt,4,2,273.0,5.6131281063880705,1
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,79.0,4.382026634673881,0
Pacific Heights,2016-08-07,17,1,Entire rental unit,Entire home/apt,2,1,232.0,5.4510384535657,0
Potrero Hill,2015-12-13,1,0,Entire condo,Entire home/apt,3,2,349.0,5.857933154483459,3
Mission,2013-05-05,3,1,Entire rental unit,Entire home/apt,4,2,412.0,6.023447592961033,3
Mission,2013-05-05,3,1,Entire guest suite,Entire home/apt,2,1,210.0,5.351858133476067,3
Mission,2013-05-05,3,1,Entire condo,Entire home/apt,6,3,581.0,6.366470447731438,3
Outer Sunset,2022-02-22,3,1,Entire home,Entire home/apt,6,3,434.0,6.075346031088684,2
Presidio Heights,2013-07-07,1,0,Entire condo,Entire home/apt,6,3,504.0,6.22455842927536,1
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,2,1,87.0,4.477336814478207,0
Downtown/Civic Center,2012-12-17,154,1,Entire rental unit,Entire home/apt,5,2,132.0,4.890349128221754,0
Bernal Heights,2015-05-08,1,1,Entire rental unit,Entire home/apt,4,2,14000.0,9.546884034617925,4
Visitacion Valley,2022-05-16,2,1,Entire home,Entire home/apt,4,2,155.0,5.049856007249537,3
Noe Valley,2013-10-22,2,1,Entire home,Entire home/apt,4,2,195.0,5.278114659230517,3
Financial District,2011-10-06,28,1,Entire condo,Entire home/apt,4,2,256.0,5.54907608489522,0
South of Market,2014-10-27,1,1,Entire rental unit,Entire home/apt,3,1,300.0,5.707110264748875,0
Pacific Heights,2014-02-06,1,1,Entire rental unit,Entire home/apt,2,1,270.0,5.602118820879701,0
North Beach,2018-03-10,1,1,Entire condo,Entire home/apt,5,2,174.0,5.1647859739235145,0
Mission,2011-05-02,2,1,Entire rental unit,Entire home/apt,4,3,142.0,4.962844630259907,1
Outer Richmond,2021-08-31,3,1,Entire rental unit,Entire home/apt,3,2,145.0,4.983606621708336,2
Parkside,2016-11-17,1,1,Entire home,Entire home/apt,6,3,287.0,5.662960480135946,2
Outer Richmond,2022-05-28,1,0,Entire rental unit,Entire home/apt,2,1,116.0,4.762173934797756,2
Excelsior,2018-11-19,14,1,Private room in home,Private room,2,1,65.0,4.189654742026425,3
Financial District,2014-09-18,1,0,Entire condo,Entire home/apt,1,1,182.0,5.209486152841421,0
Inner Sunset,2022-03-07,1,1,Entire rental unit,Entire home/apt,5,2,182.0,5.209486152841421,1
Outer Richmond,2022-06-01,3,1,Private room in rental unit,Private room,2,1,80.0,4.394449154672439,2
Downtown/Civic Center,2016-10-05,2,1,Entire condo,Entire home/apt,3,2,150.0,5.017279836814924,0
Parkside,2012-07-09,3,1,Private room in rental unit,Private room,2,1,129.0,4.867534450455582,2
Downtown/Civic Center,2015-10-08,1,1,Private room in resort,Private room,4,2,1900.0,7.550135342488429,0
Excelsior,2018-11-19,14,1,Private room in home,Private room,2,1,54.0,4.007333185232471,3
Excelsior,2018-11-19,14,1,Private room in home,Private room,2,1,72.0,4.290459441148391,3
Downtown/Civic Center,2022-05-02,4,1,Entire rental unit,Entire home/apt,4,1,192.0,5.262690188904886,0
Haight Ashbury,2013-02-06,2,1,Entire home,Entire home/apt,8,5,415.0,6.030685260261263,1
Western Addition,2012-01-31,3,1,Entire vacation home,Entire home/apt,2,1,150.0,5.017279836814924,1
Glen Park,2014-12-28,1,1,Entire condo,Entire home/apt,2,1,225.0,5.420534999272286,3
Outer Sunset,2021-07-20,1,1,Entire guest suite,Entire home/apt,2,1,148.0,5.003946305945459,2
Nob Hill,2022-05-02,4,1,Entire rental unit,Entire home/apt,4,1,600.0,6.398594934535208,0
Mission,2014-03-22,1,1,Entire condo,Entire home/apt,5,2,313.0,5.749392985908253,3
Pacific Heights,2022-02-18,3,1,Entire rental unit,Entire home/apt,2,1,232.0,5.4510384535657,0
Pacific Heights,2022-02-18,3,1,Entire rental unit,Entire home/apt,2,1,261.0,5.568344503761097,0
Bayview,2022-06-01,3,1,Private room in home,Private room,2,2,70.0,4.2626798770413155,3
Mission,2014-05-30,1,1,Entire condo,Entire home/apt,5,3,300.0,5.707110264748875,3
Outer Sunset,2017-11-22,3,0,Entire home,Entire home/apt,8,6,467.0,6.148468295917647,2
Outer Sunset,2017-11-22,3,0,Entire home,Entire home/apt,5,3,384.0,5.953243334287785,2
Outer Sunset,2017-11-22,3,0,Private room in home,Private room,2,1,99.0,4.605170185988092,2
Western Addition,2016-12-07,1,1,Entire rental unit,Entire home/apt,4,2,360.0,5.8888779583328805,1
Glen Park,2019-10-26,13,1,Entire home,Entire home/apt,6,3,805.0,6.692083742506628,3
Glen Park,2019-10-26,13,1,Entire home,Entire home/apt,4,2,502.0,6.220590170099739,3
Inner Richmond,2013-08-08,1,0,Entire guest suite,Entire home/apt,2,1,160.0,5.081404364984463,2
Outer Sunset,2017-09-26,1,1,Entire guest suite,Entire home/apt,3,2,181.0,5.204006687076795,2
Ocean View,2022-06-19,2,1,Entire home,Entire home/apt,4,2,160.0,5.081404364984463,4
Financial District,2013-07-05,1,1,Entire condo,Entire home/apt,4,2,177.0,5.181783550292085,0
South of Market,2016-07-31,1,1,Entire condo,Entire home/apt,2,1,87.0,4.477336814478207,0
Outer Mission,2013-04-25,1,1,Entire home,Entire home/apt,2,1,82.0,4.418840607796598,4
Potrero Hill,2022-06-21,1,0,Entire rental unit,Entire home/apt,2,1,280.0,5.638354669333745,3
Bernal Heights,2016-06-10,1,1,Entire condo,Entire home/apt,2,1,180.0,5.198497031265826,3
Inner Richmond,2014-11-13,28,1,Private room in rental unit,Private room,1,1,100.0,4.61512051684126,2
Inner Richmond,2014-11-13,28,1,Private room in rental unit,Private room,1,1,100.0,4.61512051684126,2
Inner Richmond,2014-11-13,28,1,Private room in rental unit,Private room,1,1,100.0,4.61512051684126,2
Nob Hill,2020-01-10,26,1,Room in hotel,Private room,5,1,1006.0,6.914730892718563,0
Castro/Upper Market,2020-09-13,2,1,Entire condo,Entire home/apt,6,3,325.0,5.786897381366708,1
Western Addition,2022-12-31,1,0,Entire rental unit,Entire home/apt,4,3,250.0,5.5254529391317835,1
Nob Hill,2020-01-10,26,1,Room in hotel,Private room,9,3,1479.0,7.299797366758161,0
Outer Mission,2016-06-19,1,1,Private room in home,Private room,4,2,200.0,5.303304908059076,4
Inner Richmond,2019-12-10,5,1,Entire rental unit,Entire home/apt,4,2,146.0,4.990432586778736,2
Mission,2014-09-21,2,1,Private room in home,Private room,2,1,135.0,4.912654885736052,3
Inner Sunset,2011-11-04,2,1,Entire home,Entire home/apt,4,2,271.0,5.605802066295998,2
Outer Sunset,2015-07-17,6,1,Private room in home,Private room,2,1,65.0,4.189654742026425,2
Bayview,2021-12-21,1,1,Entire home,Entire home/apt,8,3,290.0,5.673323267171493,3
Mission,2013-05-31,1,1,Private room in condo,Private room,3,1,195.0,5.278114659230517,3
Pacific Heights,2016-10-09,1,1,Private room in rental unit,Private room,2,1,95.0,4.564348191467836,1
Mission,2013-10-22,2,1,Entire home,Entire home/apt,4,2,170.0,5.14166355650266,3
