neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Lakeshore,1,1,Entire home,Entire home/apt,2,0,159.0,3183,5.075173815233827,2
Mission,11,1,Entire rental unit,Entire home/apt,15,9,589.0,618,6.380122536899765,3
Mission,1,0,Entire condo,Entire home/apt,8,3,300.0,3723,5.707110264748875,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,4,2,195.0,3938,5.278114659230517,1
Haight Ashbury,1,1,Entire rental unit,Entire home/apt,6,2,145.0,3118,4.983606621708336,1
Mission,1,1,Private room in rental unit,Private room,2,1,50.0,3616,3.9318256327243257,1
North Beach,1,1,Room in hotel,Private room,6,3,667.0,3171,6.504288173536645,0
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,79.0,4000,4.382026634673881,0
Western Addition,7,1,Entire rental unit,Entire home/apt,2,1,110.0,3688,4.709530201312334,1
Inner Richmond,1,1,Entire home,Entire home/apt,5,5,550.0,4157,6.311734809152915,1
Noe Valley,1,1,Entire rental unit,Entire home/apt,2,2,375.0,3860,5.929589143389895,3
Mission,1,1,Entire home,Entire home/apt,8,5,854.0,1923,6.75110146893676,3
Outer Sunset,2,1,Entire rental unit,Entire home/apt,2,1,98.0,3297,4.59511985013459,2
Marina,2,1,Private room in rental unit,Private room,2,1,395.0,3056,5.981414211254481,0
Inner Richmond,5,1,Entire rental unit,Entire home/apt,4,2,216.0,3626,5.37989735354046,1
Pacific Heights,1,1,Entire rental unit,Entire home/apt,3,1,100.0,3169,4.61512051684126,0
South of Market,1,1,Entire condo,Entire home/apt,4,3,160.0,4454,5.081404364984463,0
Mission,1,1,Entire rental unit,Entire home/apt,4,2,198.0,3769,5.293304824724492,1
Downtown/Civic Center,1,1,Entire rental unit,Entire home/apt,2,1,130.0,3132,4.875197323201151,0
Castro/Upper Market,2,1,Private room in home,Private room,2,1,360.0,4129,5.8888779583328805,1
Mission,13,1,Entire home,Entire home/apt,5,2,498.0,1496,6.212606095751519,3
Western Addition,2,1,Entire home,Entire home/apt,4,3,325.0,4772,5.786897381366708,1
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,5,2,130.0,4000,4.875197323201151,0
Presidio,1,1,Entire rental unit,Entire home/apt,6,5,315.0,2406,5.755742213586912,2
Bernal Heights,1,1,Entire home,Entire home/apt,4,3,178.0,4183,5.187385805840755,3
Marina,1,1,Private room in condo,Private room,1,1,219.0,4046,5.393627546352362,1
Russian Hill,1,1,Entire rental unit,Entire home/apt,4,2,230.0,3297,5.442417710521793,0
Outer Richmond,1,1,Private room in home,Private room,2,1,122.0,4243,4.812184355372417,2
Outer Mission,2,1,Private room in home,Private room,1,1,62.0,5276,4.143134726391533,4
Mission,1,1,Entire condo,Entire home/apt,6,4,325.0,3128,5.786897381366708,3
Western Addition,4,1,Entire condo,Entire home/apt,5,3,900.0,3490,6.803505257608338,1
Western Addition,4,1,Private room in condo,Private room,2,1,235.0,3490,5.4638318050256105,1
Castro/Upper Market,2,1,Private room in rental unit,Private room,6,4,350.0,3041,5.860786223465865,1
Downtown/Civic Center,2,1,Entire rental unit,Entire home/apt,4,2,111.0,2678,4.718498871295094,0
Marina,2,1,Entire rental unit,Entire home/apt,4,2,395.0,3056,5.981414211254481,0
Noe Valley,1,1,Entire home,Entire home/apt,8,3,450.0,4586,6.111467339502679,1
South of Market,1,1,Private room in condo,Private room,2,1,99.0,3888,4.605170185988092,1
Noe Valley,2,1,Private room in home,Private room,1,1,99.0,4092,4.605170185988092,1
Noe Valley,1,1,Entire rental unit,Entire home/apt,2,1,138.0,3446,4.9344739331306915,1
Nob Hill,9,1,Entire rental unit,Entire home/apt,2,1,123.0,3670,4.820281565605037,0
Haight Ashbury,1,1,Private room in home,Private room,2,1,80.0,3124,4.394449154672439,1
Inner Sunset,1,1,Entire home,Entire home/apt,8,5,545.0,3124,6.302618975744905,1
Mission,2,1,Private room in loft,Private room,2,2,49.0,3336,3.912023005428146,3
West of Twin Peaks,1,1,Entire rental unit,Entire home/apt,3,2,132.0,3120,4.890349128221754,4
Twin Peaks,1,1,Private room in home,Private room,2,1,108.0,4039,4.6913478822291435,1
Downtown/Civic Center,43,1,Entire condo,Entire home/apt,4,2,168.0,2898,5.1298987149230735,0
Western Addition,30,1,Entire rental unit,Entire home/apt,4,3,132.0,2407,4.890349128221754,1
Marina,3,1,Private room in home,Private room,6,2,316.0,4499,5.75890177387728,0
Potrero Hill,3,1,Private room in rental unit,Private room,2,1,500.0,4037,6.2166061010848646,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,565.0,4502,6.338594078203183,1
Potrero Hill,3,1,Private room in rental unit,Private room,2,1,500.0,4037,6.2166061010848646,3
Potrero Hill,3,1,Private room in rental unit,Private room,4,2,500.0,4037,6.2166061010848646,3
Bernal Heights,1,1,Entire home,Entire home/apt,5,6,557.0,3791,6.324358962381311,3
Mission,1,1,Entire condo,Entire home/apt,2,1,139.0,4545,4.941642422609304,3
Castro/Upper Market,1,1,Entire condo,Entire home/apt,5,3,276.0,3224,5.6240175061873385,1
South of Market,1,1,Entire loft,Entire home/apt,4,2,250.0,3113,5.5254529391317835,0
Nob Hill,10,1,Room in boutique hotel,Private room,2,1,252.0,1633,5.53338948872752,0
Noe Valley,3,1,Private room in home,Private room,2,1,250.0,3804,5.5254529391317835,3
Noe Valley,1,1,Entire cottage,Entire home/apt,2,1,295.0,3829,5.69035945432406,1
Pacific Heights,1,1,Entire rental unit,Entire home/apt,1,1,146.0,4153,4.990432586778736,1
Outer Sunset,3,1,Private room in home,Private room,3,2,72.0,3114,4.290459441148391,2
Bayview,2,1,Entire home,Entire home/apt,4,2,275.0,4697,5.62040086571715,3
Mission,2,1,Private room in home,Private room,1,1,120.0,5051,4.795790545596741,3
Mission,9,1,Private room in rental unit,Private room,1,1,82.0,1388,4.418840607796598,3
Nob Hill,14,0,Entire rental unit,Entire home/apt,2,1,214.0,321,5.3706380281276624,0
Noe Valley,1,1,Entire home,Entire home/apt,6,5,686.0,3554,6.532334292222349,3
Noe Valley,14,1,Private room in rental unit,Private room,1,1,69.0,1962,4.248495242049359,3
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,4,3,250.0,3516,5.5254529391317835,1
Western Addition,1,1,Private room in condo,Private room,2,1,104.0,4181,4.653960350157523,1
Bernal Heights,4,1,Entire rental unit,Entire home/apt,5,3,181.0,3171,5.204006687076795,3
Haight Ashbury,4,1,Private room in home,Private room,2,1,300.0,3398,5.707110264748875,1
Bernal Heights,2,1,Entire rental unit,Entire home/apt,3,2,200.0,4884,5.303304908059076,3
Bernal Heights,4,1,Private room in condo,Private room,2,1,89.0,3438,4.499809670330265,3
North Beach,1,1,Entire condo,Entire home/apt,2,1,199.0,3798,5.298317366548036,0
Mission,1,1,Private room in rental unit,Private room,2,1,90.0,3817,4.51085950651685,1
Inner Richmond,1,1,Entire rental unit,Entire home/apt,4,2,250.0,2332,5.5254529391317835,2
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,175.0,3104,5.170483995038151,1
Bernal Heights,4,1,Private room in home,Private room,2,1,140.0,3103,4.948759890378168,3
Haight Ashbury,2,1,Entire guest suite,Entire home/apt,2,1,164.0,4627,5.10594547390058,1
Downtown/Civic Center,1,1,Entire rental unit,Entire home/apt,6,3,199.0,2637,5.298317366548036,0
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,98.0,3862,4.59511985013459,1
Noe Valley,22,1,Entire rental unit,Entire home/apt,2,1,87.0,5189,4.477336814478207,1
Mission,1,1,Entire rental unit,Entire home/apt,6,3,495.0,3945,6.206575926724928,3
Potrero Hill,1,1,Private room in home,Private room,2,1,52.0,3278,3.970291913552122,3
Western Addition,1,1,Entire rental unit,Entire home/apt,6,4,425.0,3811,6.054439346269371,1
Western Addition,1,1,Entire condo,Entire home/apt,4,3,350.0,3810,5.860786223465865,1
Twin Peaks,3,1,Entire rental unit,Entire home/apt,4,3,210.0,4794,5.351858133476067,4
Inner Richmond,1,1,Entire guest suite,Entire home/apt,4,3,215.0,2338,5.375278407684165,1
Mission,1,1,Entire cottage,Entire home/apt,2,1,145.0,3903,4.983606621708336,3
Potrero Hill,1,1,Entire home,Entire home/apt,4,2,325.0,4125,5.786897381366708,3
Parkside,1,1,Entire home,Entire home/apt,10,6,271.0,3152,5.605802066295998,2
Mission,2,0,Entire condo,Entire home/apt,3,2,200.0,3416,5.303304908059076,1
Ocean View,2,1,Entire rental unit,Entire home/apt,2,3,105.0,3629,4.663439094112067,4
Bayview,2,1,Private room in home,Private room,2,1,175.0,4697,5.170483995038151,3
Western Addition,3,1,Entire rental unit,Entire home/apt,2,2,86.0,3644,4.465908118654584,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,145.0,3449,4.983606621708336,1
Potrero Hill,2,1,Entire rental unit,Entire home/apt,6,1,71499.0,4024,11.177452728682098,3
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,2,1,65.0,3450,4.189654742026425,0
Haight Ashbury,1,1,Entire condo,Entire home/apt,4,2,300.0,3768,5.707110264748875,1
Downtown/Civic Center,29,0,Room in hotel,Private room,4,2,193.0,3854,5.267858159063328,0
Bayview,2,1,Entire townhouse,Entire home/apt,6,3,189.0,3095,5.247024072160486,3
Nob Hill,1,1,Entire rental unit,Entire home/apt,3,1,332.0,4452,5.808142489980444,0
Downtown/Civic Center,19,1,Entire condo,Entire home/apt,4,2,292.0,3340,5.680172609017068,0
Outer Mission,9,1,Entire home,Entire home/apt,8,4,317.0,2950,5.762051382780177,4
Western Addition,3,1,Private room in condo,Private room,2,2,185.0,4834,5.225746673713202,1
South of Market,1,1,Entire loft,Entire home/apt,6,3,1000.0,3992,6.90875477931522,0
Noe Valley,2,1,Entire rental unit,Entire home/apt,4,2,173.0,3608,5.159055299214529,1
Noe Valley,1,1,Entire rental unit,Entire home/apt,2,1,145.0,4301,4.983606621708336,4
Outer Mission,2,1,Entire home,Entire home/apt,4,2,159.0,275,5.075173815233827,4
Downtown/Civic Center,1,0,Room in serviced apartment,Hotel room,4,2,250.0,3306,5.5254529391317835,0
Marina,20,1,Private room in home,Private room,1,1,67.0,1112,4.219507705176107,0
Haight Ashbury,1,1,Entire condo,Entire home/apt,2,1,175.0,3092,5.170483995038151,1
Noe Valley,1,1,Private room in rental unit,Private room,1,1,65.0,3641,4.189654742026425,3
Noe Valley,1,0,Entire home,Entire home/apt,5,3,375.0,4713,5.929589143389895,3
Marina,1,1,Entire rental unit,Entire home/apt,2,1,78.0,4682,4.3694478524670215,1
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,150.0,3901,5.017279836814924,1
Noe Valley,1,1,Entire condo,Entire home/apt,4,2,332.0,3424,5.808142489980444,1
Pacific Heights,4,1,Entire rental unit,Entire home/apt,2,1,225.0,3292,5.420534999272286,0
Mission,1,1,Entire rental unit,Entire home/apt,4,1,180.0,4325,5.198497031265826,1
Mission,1,0,Entire home,Entire home/apt,8,5,400.0,3086,5.993961427306569,3
Outer Sunset,3,1,Entire home,Entire home/apt,6,3,219.0,3245,5.393627546352362,2
South of Market,13,1,Entire condo,Entire home/apt,3,2,128.0,1143,4.859812404361672,0
Outer Richmond,3,1,Private room in home,Private room,2,2,100.0,3084,4.61512051684126,2
Presidio Heights,1,1,Private room in home,Private room,2,1,144.0,3083,4.976733742420574,1
Presidio,1,1,Private room in condo,Private room,2,1,350.0,3482,5.860786223465865,2
Mission,2,1,Entire rental unit,Entire home/apt,2,1,250.0,4383,5.5254529391317835,3
Outer Mission,2,1,Private room in home,Private room,1,1,60.0,5276,4.110873864173311,4
Downtown/Civic Center,29,0,Room in hotel,Private room,4,1,180.0,3854,5.198497031265826,0
Downtown/Civic Center,29,0,Room in hotel,Private room,4,2,197.0,3854,5.288267030694535,0
Castro/Upper Market,3,1,Private room in rental unit,Private room,1,1,89.0,4113,4.499809670330265,1
Castro/Upper Market,3,1,Private room in rental unit,Private room,2,1,209.0,4027,5.3471075307174685,1
Marina,1,1,Entire home,Entire home/apt,10,0,1500.0,4522,7.313886831633462,1
Mission,1,1,Entire rental unit,Entire home/apt,3,3,295.0,3643,5.69035945432406,1
Ocean View,1,1,Private room in home,Private room,4,2,235.0,3080,5.4638318050256105,4
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,198.0,3531,5.293304824724492,1
Noe Valley,1,1,Private room in guest suite,Private room,2,1,130.0,3079,4.875197323201151,3
Outer Sunset,1,1,Private room in rental unit,Private room,2,1,190.0,3106,5.25227342804663,2
Bernal Heights,4,1,Entire rental unit,Entire home/apt,6,0,250.0,3438,5.5254529391317835,3
Parkside,1,1,Entire guest suite,Entire home/apt,2,1,199.0,3078,5.298317366548036,2
Potrero Hill,3,0,Entire home,Entire home/apt,4,1,188.0,3270,5.241747015059643,3
Ocean View,1,1,Private room in home,Private room,1,1,80.0,4126,4.394449154672439,4
Lakeshore,2,1,Private room in home,Private room,1,1,73.0,3597,4.30406509320417,2
Lakeshore,2,1,Private room in home,Private room,1,1,77.0,3597,4.356708826689592,2
Outer Mission,1,0,Private room in rental unit,Private room,1,1,50.0,3075,3.9318256327243257,4
South of Market,1,1,Entire loft,Entire home/apt,2,1,321.0,3070,5.7745515455444085,0
Castro/Upper Market,2,1,Private room in home,Private room,2,1,115.0,3632,4.7535901911063645,1
Bernal Heights,2,1,Private room in home,Private room,2,1,399.0,3190,5.991464547107982,3
Nob Hill,29,1,Room in hotel,Private room,2,1,99.0,388,4.605170185988092,0
Castro/Upper Market,1,1,Entire home,Entire home/apt,12,10,900.0,3070,6.803505257608338,1
Potrero Hill,1,1,Private room in condo,Private room,2,1,141.0,3443,4.955827057601261,3
Crocker Amazon,9,1,Shared room in home,Shared room,1,1,25.0,209,3.258096538021482,4
South of Market,1,1,Entire condo,Entire home/apt,2,1,129.0,4529,4.867534450455582,0
Western Addition,3,1,Private room in rental unit,Private room,4,1,100.0,4148,4.61512051684126,1
Outer Richmond,2,1,Private room in rental unit,Private room,1,5,74.0,2028,4.31748811353631,2
Mission,1,1,Entire rental unit,Entire home/apt,4,2,170.0,4432,5.14166355650266,3
Outer Mission,9,1,Shared room in home,Shared room,1,1,20.0,209,3.044522437723423,4
Inner Richmond,1,0,Entire home,Entire home/apt,5,3,500.0,1423,6.2166061010848646,1
Nob Hill,1,0,Entire guest suite,Entire home/apt,2,1,179.0,3068,5.19295685089021,0
Noe Valley,3,1,Private room in home,Private room,2,1,295.0,3880,5.69035945432406,1
Pacific Heights,1,1,Entire condo,Entire home/apt,6,4,977.0,3137,6.885509670034818,0
Downtown/Civic Center,45,0,Private room in rental unit,Private room,2,1,69.0,3450,4.248495242049359,0
Bernal Heights,2,0,Entire home,Entire home/apt,2,1,129.0,3795,4.867534450455582,3
Castro/Upper Market,2,1,Entire rental unit,Entire home/apt,8,0,400.0,4033,5.993961427306569,1
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,87.0,4000,4.477336814478207,0
South of Market,2,1,Entire condo,Entire home/apt,3,2,307.0,3222,5.730099782973574,1
Bernal Heights,1,1,Entire home,Entire home/apt,6,4,450.0,4613,6.111467339502679,3
Crocker Amazon,1,1,Entire guesthouse,Entire home/apt,2,1,93.0,3049,4.543294782270004,4
Russian Hill,18,1,Entire rental unit,Entire home/apt,4,2,131.0,4554,4.882801922586371,0
Bernal Heights,1,1,Entire home,Entire home/apt,5,2,360.0,4559,5.8888779583328805,3
Outer Sunset,4,1,Private room in home,Private room,2,1,126.0,2707,4.844187086458591,2
Parkside,1,1,Private room in guest suite,Private room,2,1,102.0,3166,4.634728988229636,2
Downtown/Civic Center,4,1,Entire rental unit,Entire home/apt,2,1,164.0,577,5.10594547390058,0
Castro/Upper Market,1,1,Entire home,Entire home/apt,3,3,700.0,3804,6.55250788703459,1
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,312.0,4272,5.746203190540153,0
Bernal Heights,1,1,Private room in rental unit,Private room,4,2,92.0,2054,4.532599493153256,3
Russian Hill,1,1,Entire rental unit,Entire home/apt,2,1,500.0,4431,6.2166061010848646,0
Nob Hill,28,1,Private room in rental unit,Private room,2,1,100.0,3304,4.61512051684126,0
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,81.0,4000,4.406719247264253,0
Downtown/Civic Center,45,0,Room in boutique hotel,Private room,1,1,67.0,3450,4.219507705176107,0
Mission,2,1,Entire home,Entire home/apt,3,2,166.0,4138,5.117993812416755,3
Mission,5,1,Private room in home,Private room,1,1,55.0,4302,4.02535169073515,3
Haight Ashbury,43,1,Private room in hostel,Private room,2,1,100.0,2475,4.61512051684126,1
South of Market,16,1,Entire townhouse,Entire home/apt,4,2,409.0,218,6.016157159698354,0
Nob Hill,28,1,Private room in rental unit,Private room,2,1,100.0,3304,4.61512051684126,0
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,154.0,2898,5.043425116919247,0
Downtown/Civic Center,1,1,Entire rental unit,Entire home/apt,1,1,75.0,3804,4.330733340286331,0
Castro/Upper Market,1,1,Private room in rental unit,Private room,2,1,200.0,3023,5.303304908059076,1
Bernal Heights,8,1,Entire rental unit,Entire home/apt,8,5,480.0,345,6.175867270105761,3
Downtown/Civic Center,9,1,Entire serviced apartment,Entire home/apt,4,2,269.0,3850,5.598421958998375,0
Mission,1,1,Entire condo,Entire home/apt,2,1,215.0,2535,5.375278407684165,1
Mission,1,1,Entire condo,Entire home/apt,6,3,212.0,3965,5.3612921657094255,3
Mission,1,1,Entire home,Entire home/apt,6,4,575.0,3709,6.3561076606958915,3
South of Market,1,1,Shared room in rental unit,Shared room,2,1,10000.0,4392,9.210440366976517,0
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Parkside,1,1,Entire guest suite,Entire home/apt,3,1,115.0,3759,4.7535901911063645,2
Haight Ashbury,1,1,Entire condo,Entire home/apt,8,5,215.0,3803,5.375278407684165,1
South of Market,1,1,Entire rental unit,Entire home/apt,6,3,229.0,3292,5.438079308923196,0
Chinatown,3,1,Shared room in home,Shared room,1,1,300.0,4587,5.707110264748875,0
Western Addition,1,1,Private room in condo,Private room,1,1,98.0,4202,4.59511985013459,1
Noe Valley,1,1,Entire townhouse,Entire home/apt,6,4,1039.0,2390,6.946975992135418,1
Lakeshore,21,1,Entire guesthouse,Entire home/apt,8,2,160.0,2824,5.081404364984463,2
Seacliff,1,1,Entire home,Entire home/apt,3,2,108.0,369,4.6913478822291435,2
Nob Hill,43,1,Entire condo,Entire home/apt,6,3,693.0,674,6.542471960506805,0
Mission,2,1,Entire rental unit,Entire home/apt,6,3,599.0,3483,6.396929655216146,1
South of Market,3,1,Room in hotel,Private room,2,1,389.0,1847,5.966146739123692,0
Western Addition,9,1,Private room in bed and breakfast,Private room,4,2,413.0,2787,6.025865973825314,1
Outer Sunset,2,1,Entire rental unit,Entire home/apt,5,3,140.0,2491,4.948759890378168,2
Western Addition,55,1,Private room in home,Private room,2,1,50.0,1633,3.9318256327243257,1
Downtown/Civic Center,20,1,Room in boutique hotel,Private room,2,1,113.0,1877,4.736198448394496,0
Downtown/Civic Center,5,1,Room in hotel,Private room,4,2,175.0,2202,5.170483995038151,0
Downtown/Civic Center,12,1,Room in hostel,Hotel room,2,1,110.0,2582,4.709530201312334,0
Parkside,1,1,Entire home,Entire home/apt,4,5,164.0,3376,5.10594547390058,2
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,195.0,3367,5.278114659230517,1
Western Addition,1,1,Entire loft,Entire home/apt,3,1,141.0,4579,4.955827057601261,1
South of Market,3,1,Private room in rental unit,Private room,1,1,144.0,2300,4.976733742420574,0
Potrero Hill,1,1,Entire serviced apartment,Entire home/apt,3,1,243.0,3178,5.497168225293202,3
North Beach,1,1,Private room in condo,Private room,1,1,350.0,2283,5.860786223465865,0
